,Playlist,Artista,Bytes,Nombre_Album,Formato,Genero
661,Music,Cidade Negra,9142937,Cidade Negra - Hits,MPEG audio file,Reggae
662,Music,Cidade Negra,7029400,Cidade Negra - Hits,MPEG audio file,Reggae
663,90’s Music,Cidade Negra,7029400,Cidade Negra - Hits,MPEG audio file,Reggae
664,Music,Cidade Negra,7029400,Cidade Negra - Hits,MPEG audio file,Reggae
665,Music,Cláudio Zoli,10309980,Na Pista,MPEG audio file,Latin
666,Music,Cláudio Zoli,10309980,Na Pista,MPEG audio file,Latin
667,Music,Cláudio Zoli,8150846,Na Pista,MPEG audio file,Latin
668,Music,Cláudio Zoli,8150846,Na Pista,MPEG audio file,Latin
669,Music,Cláudio Zoli,8441034,Na Pista,MPEG audio file,Latin
670,Music,Cláudio Zoli,8441034,Na Pista,MPEG audio file,Latin
671,Music,Cláudio Zoli,8123466,Na Pista,MPEG audio file,Latin
672,Music,Cláudio Zoli,8123466,Na Pista,MPEG audio file,Latin
673,Music,Cláudio Zoli,8420093,Na Pista,MPEG audio file,Latin
674,Music,Cláudio Zoli,8420093,Na Pista,MPEG audio file,Latin
675,Music,Cláudio Zoli,8731945,Na Pista,MPEG audio file,Latin
676,Music,Cláudio Zoli,8731945,Na Pista,MPEG audio file,Latin
677,Music,Cláudio Zoli,7685326,Na Pista,MPEG audio file,Latin
678,Music,Cláudio Zoli,7685326,Na Pista,MPEG audio file,Latin
679,Music,Cláudio Zoli,9205941,Na Pista,MPEG audio file,Latin
680,Music,Cláudio Zoli,9205941,Na Pista,MPEG audio file,Latin
681,Music,Cláudio Zoli,8873358,Na Pista,MPEG audio file,Latin
682,Music,Cláudio Zoli,8873358,Na Pista,MPEG audio file,Latin
683,Music,Cláudio Zoli,7111596,Na Pista,MPEG audio file,Latin
684,Music,Cláudio Zoli,7111596,Na Pista,MPEG audio file,Latin
685,Music,Creedence Clearwater Revival,9043825,"Chronicle, Vol. 1",MPEG audio file,Rock
686,Music,Creedence Clearwater Revival,9043825,"Chronicle, Vol. 1",MPEG audio file,Rock
687,Music,Creedence Clearwater Revival,8943000,"Chronicle, Vol. 1",MPEG audio file,Rock
688,Music,Creedence Clearwater Revival,8943000,"Chronicle, Vol. 1",MPEG audio file,Rock
689,Music,Creedence Clearwater Revival,21947845,"Chronicle, Vol. 1",MPEG audio file,Rock
690,Music,Creedence Clearwater Revival,21947845,"Chronicle, Vol. 1",MPEG audio file,Rock
691,Music,Creedence Clearwater Revival,7945235,"Chronicle, Vol. 1",MPEG audio file,Rock
692,Music,Creedence Clearwater Revival,7945235,"Chronicle, Vol. 1",MPEG audio file,Rock
693,Music,Creedence Clearwater Revival,9302129,"Chronicle, Vol. 2",MPEG audio file,Rock
694,Music,Creedence Clearwater Revival,9302129,"Chronicle, Vol. 2",MPEG audio file,Rock
695,Music,Creedence Clearwater Revival,7986637,"Chronicle, Vol. 2",MPEG audio file,Rock
696,Music,Creedence Clearwater Revival,7986637,"Chronicle, Vol. 2",MPEG audio file,Rock
697,Music,Creedence Clearwater Revival,10361866,"Chronicle, Vol. 2",MPEG audio file,Rock
698,Music,Creedence Clearwater Revival,10361866,"Chronicle, Vol. 2",MPEG audio file,Rock
699,Music,Creedence Clearwater Revival,7209080,"Chronicle, Vol. 2",MPEG audio file,Rock
700,Music,Creedence Clearwater Revival,7209080,"Chronicle, Vol. 2",MPEG audio file,Rock
701,Music,Creedence Clearwater Revival,9675875,"Chronicle, Vol. 2",MPEG audio file,Rock
702,Music,Creedence Clearwater Revival,9675875,"Chronicle, Vol. 2",MPEG audio file,Rock
703,Music,Creedence Clearwater Revival,8297482,"Chronicle, Vol. 2",MPEG audio file,Rock
704,Music,Creedence Clearwater Revival,8297482,"Chronicle, Vol. 2",MPEG audio file,Rock
705,Music,Creedence Clearwater Revival,12713813,"Chronicle, Vol. 2",MPEG audio file,Rock
706,Music,Creedence Clearwater Revival,12713813,"Chronicle, Vol. 2",MPEG audio file,Rock
707,Music,Creedence Clearwater Revival,7432978,"Chronicle, Vol. 2",MPEG audio file,Rock
708,Music,Creedence Clearwater Revival,7432978,"Chronicle, Vol. 2",MPEG audio file,Rock
709,Music,Creedence Clearwater Revival,7778319,"Chronicle, Vol. 2",MPEG audio file,Rock
710,Music,Creedence Clearwater Revival,7778319,"Chronicle, Vol. 2",MPEG audio file,Rock
711,Music,Creedence Clearwater Revival,11260814,"Chronicle, Vol. 2",MPEG audio file,Rock
712,Music,Creedence Clearwater Revival,11260814,"Chronicle, Vol. 2",MPEG audio file,Rock
713,Music,Cássia Eller,7095702,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,Latin
714,Music,Cássia Eller,7095702,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,Latin
715,Music,Cássia Eller,7911683,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,Latin
716,Music,Cássia Eller,7911683,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,Latin
717,Music,Cássia Eller,8376000,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,Latin
718,Music,Cássia Eller,8376000,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,Latin
719,Music,Cássia Eller,7573301,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,Latin
720,Music,Cássia Eller,7573301,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,Latin
721,Music,Cássia Eller,8322240,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,Latin
722,Music,Cássia Eller,8322240,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,Latin
723,Music,Cássia Eller,9017535,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,Latin
724,Music,Cássia Eller,9017535,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,Latin
725,Music,Cássia Eller,7048676,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,Latin
726,Music,Cássia Eller,7048676,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,Latin
727,Music,Cássia Eller,9724145,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,Latin
728,Music,Cássia Eller,9724145,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,Latin
729,Music,Cássia Eller,9183808,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,Latin
730,Music,Cássia Eller,9183808,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,Latin
731,Music,Cássia Eller,8165048,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
732,Music,Cássia Eller,8165048,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
733,Brazilian Music,Cássia Eller,8165048,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
734,Music,Cássia Eller,8335629,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
735,Music,Cássia Eller,8335629,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
736,Music,Cássia Eller,10384506,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
737,Music,Cássia Eller,10384506,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
738,Music,Cássia Eller,7571834,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
739,Music,Cássia Eller,7571834,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
740,Music,Cássia Eller,7420347,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
741,Music,Cássia Eller,7420347,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
742,Music,Cássia Eller,9144031,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
743,Music,Cássia Eller,9144031,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
744,Brazilian Music,Cássia Eller,9144031,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
745,Music,Cássia Eller,8549393,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
746,Music,Cássia Eller,8549393,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
747,Music,Cássia Eller,8472964,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
748,Music,Cássia Eller,8472964,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
749,Music,Cássia Eller,7026317,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
750,Music,Cássia Eller,7026317,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
751,Music,Cássia Eller,8936345,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
752,Music,Cássia Eller,8936345,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,Latin
753,Music,David Coverdale,14359478,Into The Light,MPEG audio file,Rock
754,Music,David Coverdale,14359478,Into The Light,MPEG audio file,Rock
755,Music,David Coverdale,8385478,Into The Light,MPEG audio file,Rock
756,Music,David Coverdale,8385478,Into The Light,MPEG audio file,Rock
757,Music,David Coverdale,11269612,Into The Light,MPEG audio file,Rock
758,Music,David Coverdale,11269612,Into The Light,MPEG audio file,Rock
759,Music,David Coverdale,11409720,Into The Light,MPEG audio file,Rock
760,Music,David Coverdale,11409720,Into The Light,MPEG audio file,Rock
761,Music,David Coverdale,9425200,Into The Light,MPEG audio file,Rock
762,Music,David Coverdale,9425200,Into The Light,MPEG audio file,Rock
763,Music,David Coverdale,9567075,Into The Light,MPEG audio file,Rock
764,Music,David Coverdale,9567075,Into The Light,MPEG audio file,Rock
765,Music,David Coverdale,12785876,Into The Light,MPEG audio file,Rock
766,Music,David Coverdale,12785876,Into The Light,MPEG audio file,Rock
767,Music,David Coverdale,9750990,Into The Light,MPEG audio file,Rock
768,Music,David Coverdale,9750990,Into The Light,MPEG audio file,Rock
769,Music,David Coverdale,11810238,Into The Light,MPEG audio file,Rock
770,Music,David Coverdale,11810238,Into The Light,MPEG audio file,Rock
771,Music,David Coverdale,9288007,Into The Light,MPEG audio file,Rock
772,Music,David Coverdale,9288007,Into The Light,MPEG audio file,Rock
773,Music,David Coverdale,7803074,Into The Light,MPEG audio file,Rock
774,Music,David Coverdale,7803074,Into The Light,MPEG audio file,Rock
775,Music,Deep Purple,14775708,MK III The Final Concerts [Disc 1],MPEG audio file,Rock
776,Music,Deep Purple,14775708,MK III The Final Concerts [Disc 1],MPEG audio file,Rock
777,Music,Deep Purple,9050022,MK III The Final Concerts [Disc 1],MPEG audio file,Rock
778,Music,Deep Purple,9050022,MK III The Final Concerts [Disc 1],MPEG audio file,Rock
779,Music,Deep Purple,11046952,MK III The Final Concerts [Disc 1],MPEG audio file,Rock
780,Music,Deep Purple,11046952,MK III The Final Concerts [Disc 1],MPEG audio file,Rock
781,Music,Deep Purple,7608759,MK III The Final Concerts [Disc 1],MPEG audio file,Rock
782,Music,Deep Purple,7608759,MK III The Final Concerts [Disc 1],MPEG audio file,Rock
783,Music,Deep Purple,24596235,MK III The Final Concerts [Disc 1],MPEG audio file,Rock
784,Music,Deep Purple,24596235,MK III The Final Concerts [Disc 1],MPEG audio file,Rock
785,Music,Deep Purple,20103125,MK III The Final Concerts [Disc 1],MPEG audio file,Rock
786,Music,Deep Purple,20103125,MK III The Final Concerts [Disc 1],MPEG audio file,Rock
787,Music,Deep Purple,26369966,MK III The Final Concerts [Disc 1],MPEG audio file,Rock
788,Music,Deep Purple,26369966,MK III The Final Concerts [Disc 1],MPEG audio file,Rock
789,Music,Deep Purple,39267613,The Final Concerts (Disc 2),MPEG audio file,Rock
790,Music,Deep Purple,39267613,The Final Concerts (Disc 2),MPEG audio file,Rock
791,Music,Deep Purple,29846063,The Final Concerts (Disc 2),MPEG audio file,Rock
792,Music,Deep Purple,29846063,The Final Concerts (Disc 2),MPEG audio file,Rock
793,Music,Deep Purple,27775442,The Final Concerts (Disc 2),MPEG audio file,Rock
794,Music,Deep Purple,27775442,The Final Concerts (Disc 2),MPEG audio file,Rock
795,Music,Deep Purple,24887209,The Final Concerts (Disc 2),MPEG audio file,Rock
796,Music,Deep Purple,24887209,The Final Concerts (Disc 2),MPEG audio file,Rock
797,Music,Deep Purple,7644604,Come Taste The Band,MPEG audio file,Rock
798,Music,Deep Purple,7644604,Come Taste The Band,MPEG audio file,Rock
799,Music,Deep Purple,7176909,Come Taste The Band,MPEG audio file,Rock
800,Music,Deep Purple,7176909,Come Taste The Band,MPEG audio file,Rock
801,Music,Deep Purple,7591066,Come Taste The Band,MPEG audio file,Rock
802,Music,Deep Purple,7591066,Come Taste The Band,MPEG audio file,Rock
803,Music,Deep Purple,8701064,Come Taste The Band,MPEG audio file,Rock
804,Music,Deep Purple,8701064,Come Taste The Band,MPEG audio file,Rock
805,Music,Deep Purple,8001505,Come Taste The Band,MPEG audio file,Rock
806,Music,Deep Purple,8001505,Come Taste The Band,MPEG audio file,Rock
807,Music,Deep Purple,11995679,Come Taste The Band,MPEG audio file,Rock
808,Music,Deep Purple,11995679,Come Taste The Band,MPEG audio file,Rock
809,Music,Deep Purple,10447868,Come Taste The Band,MPEG audio file,Rock
810,Music,Deep Purple,10447868,Come Taste The Band,MPEG audio file,Rock
811,Music,Deep Purple,8587578,Deep Purple In Rock,MPEG audio file,Rock
812,Music,Deep Purple,8587578,Deep Purple In Rock,MPEG audio file,Rock
813,Music,Deep Purple,8344405,Deep Purple In Rock,MPEG audio file,Rock
814,Music,Deep Purple,8344405,Deep Purple In Rock,MPEG audio file,Rock
815,Music,Deep Purple,20230089,Deep Purple In Rock,MPEG audio file,Rock
816,Music,Deep Purple,20230089,Deep Purple In Rock,MPEG audio file,Rock
817,Music,Deep Purple,15563967,Deep Purple In Rock,MPEG audio file,Rock
818,Music,Deep Purple,15563967,Deep Purple In Rock,MPEG audio file,Rock
819,Music,Deep Purple,8993056,Deep Purple In Rock,MPEG audio file,Rock
820,Music,Deep Purple,8993056,Deep Purple In Rock,MPEG audio file,Rock
821,Music,Deep Purple,13931179,Deep Purple In Rock,MPEG audio file,Rock
822,Music,Deep Purple,13931179,Deep Purple In Rock,MPEG audio file,Rock
823,Music,Deep Purple,13646606,Fireball,MPEG audio file,Rock
824,Music,Deep Purple,13646606,Fireball,MPEG audio file,Rock
825,Music,Deep Purple,8072036,Fireball,MPEG audio file,Rock
826,Music,Deep Purple,8072036,Fireball,MPEG audio file,Rock
827,Music,Deep Purple,9354480,Fireball,MPEG audio file,Rock
828,Music,Deep Purple,9354480,Fireball,MPEG audio file,Rock
829,Music,Deep Purple,10638390,Fireball,MPEG audio file,Rock
830,Music,Deep Purple,10638390,Fireball,MPEG audio file,Rock
831,Music,Deep Purple,16279366,Fireball,MPEG audio file,Rock
832,Music,Deep Purple,16279366,Fireball,MPEG audio file,Rock
833,Music,Deep Purple,12643813,Fireball,MPEG audio file,Rock
834,Music,Deep Purple,12643813,Fireball,MPEG audio file,Rock
835,Music,Deep Purple,13779332,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
836,90’s Music,Deep Purple,13779332,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
837,Music,Deep Purple,13779332,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
838,Music,Deep Purple,10035180,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
839,90’s Music,Deep Purple,10035180,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
840,Music,Deep Purple,10035180,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
841,Music,Deep Purple,19712753,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
842,90’s Music,Deep Purple,19712753,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
843,Music,Deep Purple,19712753,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
844,Music,Deep Purple,7929493,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
845,90’s Music,Deep Purple,7929493,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
846,Music,Deep Purple,7929493,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
847,Music,Deep Purple,12058906,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
848,90’s Music,Deep Purple,12058906,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
849,Music,Deep Purple,12058906,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
850,Music,Deep Purple,10445353,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
851,90’s Music,Deep Purple,10445353,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
852,Music,Deep Purple,10445353,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
853,Music,Deep Purple,9740361,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
854,90’s Music,Deep Purple,9740361,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
855,Music,Deep Purple,9740361,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
856,Music,Deep Purple,9575295,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
857,90’s Music,Deep Purple,9575295,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
858,Music,Deep Purple,9575295,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
859,Music,Deep Purple,15180849,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
860,90’s Music,Deep Purple,15180849,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
861,Music,Deep Purple,15180849,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
862,Music,Deep Purple,11122183,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
863,90’s Music,Deep Purple,11122183,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
864,Music,Deep Purple,11122183,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,Rock
865,Music,Deep Purple,12012452,Machine Head,MPEG audio file,Rock
866,Music,Deep Purple,12012452,Machine Head,MPEG audio file,Rock
867,Music,Deep Purple,9502646,Machine Head,MPEG audio file,Rock
868,Music,Deep Purple,9502646,Machine Head,MPEG audio file,Rock
869,Music,Deep Purple,9903835,Machine Head,MPEG audio file,Rock
870,Music,Deep Purple,9903835,Machine Head,MPEG audio file,Rock
871,Music,Deep Purple,7832790,Machine Head,MPEG audio file,Rock
872,Music,Deep Purple,7832790,Machine Head,MPEG audio file,Rock
873,Music,Deep Purple,11246496,Machine Head,MPEG audio file,Rock
874,Music,Deep Purple,11246496,Machine Head,MPEG audio file,Rock
875,Music,Deep Purple,14397671,Machine Head,MPEG audio file,Rock
876,Music,Deep Purple,14397671,Machine Head,MPEG audio file,Rock
877,Music,Deep Purple,8981030,Machine Head,MPEG audio file,Rock
878,Music,Deep Purple,8981030,Machine Head,MPEG audio file,Rock
879,Music,Deep Purple,8510755,Purpendicular,MPEG audio file,Rock
880,90’s Music,Deep Purple,8510755,Purpendicular,MPEG audio file,Rock
881,Music,Deep Purple,8510755,Purpendicular,MPEG audio file,Rock
882,Music,Deep Purple,11702232,Purpendicular,MPEG audio file,Rock
883,90’s Music,Deep Purple,11702232,Purpendicular,MPEG audio file,Rock
884,Music,Deep Purple,11702232,Purpendicular,MPEG audio file,Rock
885,Music,Deep Purple,9401383,Purpendicular,MPEG audio file,Rock
886,90’s Music,Deep Purple,9401383,Purpendicular,MPEG audio file,Rock
887,Music,Deep Purple,9401383,Purpendicular,MPEG audio file,Rock
888,Music,Deep Purple,14789410,Purpendicular,MPEG audio file,Rock
889,90’s Music,Deep Purple,14789410,Purpendicular,MPEG audio file,Rock
890,Music,Deep Purple,14789410,Purpendicular,MPEG audio file,Rock
891,Music,Deep Purple,9209693,Purpendicular,MPEG audio file,Rock
892,90’s Music,Deep Purple,9209693,Purpendicular,MPEG audio file,Rock
893,Music,Deep Purple,9209693,Purpendicular,MPEG audio file,Rock
894,Music,Deep Purple,10532053,Purpendicular,MPEG audio file,Rock
895,90’s Music,Deep Purple,10532053,Purpendicular,MPEG audio file,Rock
896,Music,Deep Purple,10532053,Purpendicular,MPEG audio file,Rock
897,Music,Deep Purple,10323804,Purpendicular,MPEG audio file,Rock
898,90’s Music,Deep Purple,10323804,Purpendicular,MPEG audio file,Rock
899,Music,Deep Purple,10323804,Purpendicular,MPEG audio file,Rock
900,Music,Deep Purple,10159566,Purpendicular,MPEG audio file,Rock
901,90’s Music,Deep Purple,10159566,Purpendicular,MPEG audio file,Rock
902,Music,Deep Purple,10159566,Purpendicular,MPEG audio file,Rock
903,Music,Deep Purple,9098561,Purpendicular,MPEG audio file,Rock
904,90’s Music,Deep Purple,9098561,Purpendicular,MPEG audio file,Rock
905,Music,Deep Purple,9098561,Purpendicular,MPEG audio file,Rock
906,Music,Deep Purple,11600029,Purpendicular,MPEG audio file,Rock
907,90’s Music,Deep Purple,11600029,Purpendicular,MPEG audio file,Rock
908,Music,Deep Purple,11600029,Purpendicular,MPEG audio file,Rock
909,Music,Deep Purple,8180421,Purpendicular,MPEG audio file,Rock
910,90’s Music,Deep Purple,8180421,Purpendicular,MPEG audio file,Rock
911,Music,Deep Purple,8180421,Purpendicular,MPEG audio file,Rock
912,Music,Deep Purple,9299131,Purpendicular,MPEG audio file,Rock
913,90’s Music,Deep Purple,9299131,Purpendicular,MPEG audio file,Rock
914,Music,Deep Purple,9299131,Purpendicular,MPEG audio file,Rock
915,Music,Deep Purple,10733847,Slaves And Masters,MPEG audio file,Rock
916,90’s Music,Deep Purple,10733847,Slaves And Masters,MPEG audio file,Rock
917,Music,Deep Purple,10733847,Slaves And Masters,MPEG audio file,Rock
918,Music,Deep Purple,11191650,Slaves And Masters,MPEG audio file,Rock
919,90’s Music,Deep Purple,11191650,Slaves And Masters,MPEG audio file,Rock
920,Music,Deep Purple,11191650,Slaves And Masters,MPEG audio file,Rock
921,Music,Deep Purple,9267550,Slaves And Masters,MPEG audio file,Rock
922,90’s Music,Deep Purple,9267550,Slaves And Masters,MPEG audio file,Rock
923,Music,Deep Purple,9267550,Slaves And Masters,MPEG audio file,Rock
924,Music,Deep Purple,10224612,Slaves And Masters,MPEG audio file,Rock
925,90’s Music,Deep Purple,10224612,Slaves And Masters,MPEG audio file,Rock
926,Music,Deep Purple,10224612,Slaves And Masters,MPEG audio file,Rock
927,Music,Deep Purple,10323804,Slaves And Masters,MPEG audio file,Rock
928,90’s Music,Deep Purple,10323804,Slaves And Masters,MPEG audio file,Rock
929,Music,Deep Purple,10323804,Slaves And Masters,MPEG audio file,Rock
930,Music,Deep Purple,7328516,Slaves And Masters,MPEG audio file,Rock
931,90’s Music,Deep Purple,7328516,Slaves And Masters,MPEG audio file,Rock
932,Music,Deep Purple,7328516,Slaves And Masters,MPEG audio file,Rock
933,Music,Deep Purple,11369671,Slaves And Masters,MPEG audio file,Rock
934,90’s Music,Deep Purple,11369671,Slaves And Masters,MPEG audio file,Rock
935,Music,Deep Purple,11369671,Slaves And Masters,MPEG audio file,Rock
936,Music,Deep Purple,8382800,Slaves And Masters,MPEG audio file,Rock
937,90’s Music,Deep Purple,8382800,Slaves And Masters,MPEG audio file,Rock
938,Music,Deep Purple,8382800,Slaves And Masters,MPEG audio file,Rock
939,Music,Deep Purple,12826582,Slaves And Masters,MPEG audio file,Rock
940,90’s Music,Deep Purple,12826582,Slaves And Masters,MPEG audio file,Rock
941,Music,Deep Purple,12826582,Slaves And Masters,MPEG audio file,Rock
942,Music,Deep Purple,8044864,Stormbringer,MPEG audio file,Rock
943,Music,Deep Purple,8044864,Stormbringer,MPEG audio file,Rock
944,Music,Deep Purple,8675026,Stormbringer,MPEG audio file,Rock
945,Music,Deep Purple,8675026,Stormbringer,MPEG audio file,Rock
946,Music,Deep Purple,8818093,Stormbringer,MPEG audio file,Rock
947,Music,Deep Purple,8818093,Stormbringer,MPEG audio file,Rock
948,Music,Deep Purple,10022428,Stormbringer,MPEG audio file,Rock
949,Music,Deep Purple,10022428,Stormbringer,MPEG audio file,Rock
950,Music,Deep Purple,8772471,Stormbringer,MPEG audio file,Rock
951,Music,Deep Purple,8772471,Stormbringer,MPEG audio file,Rock
952,Music,Deep Purple,7946614,Stormbringer,MPEG audio file,Rock
953,Music,Deep Purple,7946614,Stormbringer,MPEG audio file,Rock
954,Music,Deep Purple,11626228,The Battle Rages On,MPEG audio file,Rock
955,90’s Music,Deep Purple,11626228,The Battle Rages On,MPEG audio file,Rock
956,Music,Deep Purple,11626228,The Battle Rages On,MPEG audio file,Rock
957,Music,Deep Purple,7792604,The Battle Rages On,MPEG audio file,Rock
958,90’s Music,Deep Purple,7792604,The Battle Rages On,MPEG audio file,Rock
959,Music,Deep Purple,7792604,The Battle Rages On,MPEG audio file,Rock
960,Music,Deep Purple,12754921,The Battle Rages On,MPEG audio file,Rock
961,90’s Music,Deep Purple,12754921,The Battle Rages On,MPEG audio file,Rock
962,Music,Deep Purple,12754921,The Battle Rages On,MPEG audio file,Rock
963,Music,Deep Purple,8072171,The Battle Rages On,MPEG audio file,Rock
964,90’s Music,Deep Purple,8072171,The Battle Rages On,MPEG audio file,Rock
965,Music,Deep Purple,8072171,The Battle Rages On,MPEG audio file,Rock
966,Music,Deep Purple,11354742,The Battle Rages On,MPEG audio file,Rock
967,90’s Music,Deep Purple,11354742,The Battle Rages On,MPEG audio file,Rock
968,Music,Deep Purple,11354742,The Battle Rages On,MPEG audio file,Rock
969,Music,Deep Purple,10874679,The Battle Rages On,MPEG audio file,Rock
970,90’s Music,Deep Purple,10874679,The Battle Rages On,MPEG audio file,Rock
971,Music,Deep Purple,10874679,The Battle Rages On,MPEG audio file,Rock
972,Music,Deep Purple,8413103,The Battle Rages On,MPEG audio file,Rock
973,90’s Music,Deep Purple,8413103,The Battle Rages On,MPEG audio file,Rock
974,Music,Deep Purple,8413103,The Battle Rages On,MPEG audio file,Rock
975,Music,Deep Purple,9076997,The Battle Rages On,MPEG audio file,Rock
976,90’s Music,Deep Purple,9076997,The Battle Rages On,MPEG audio file,Rock
977,Music,Deep Purple,9076997,The Battle Rages On,MPEG audio file,Rock
978,Music,Deep Purple,9157021,The Battle Rages On,MPEG audio file,Rock
979,90’s Music,Deep Purple,9157021,The Battle Rages On,MPEG audio file,Rock
980,Music,Deep Purple,9157021,The Battle Rages On,MPEG audio file,Rock
981,Music,Deep Purple,9068960,The Battle Rages On,MPEG audio file,Rock
982,90’s Music,Deep Purple,9068960,The Battle Rages On,MPEG audio file,Rock
983,Music,Deep Purple,9068960,The Battle Rages On,MPEG audio file,Rock
984,Music,Def Leppard,9518842,Vault: Def Leppard's Greatest Hits,MPEG audio file,Rock
985,90’s Music,Def Leppard,9518842,Vault: Def Leppard's Greatest Hits,MPEG audio file,Rock
986,Music,Def Leppard,9518842,Vault: Def Leppard's Greatest Hits,MPEG audio file,Rock
987,Music,Def Leppard,8108507,Vault: Def Leppard's Greatest Hits,MPEG audio file,Rock
988,90’s Music,Def Leppard,8108507,Vault: Def Leppard's Greatest Hits,MPEG audio file,Rock
989,Music,Def Leppard,8108507,Vault: Def Leppard's Greatest Hits,MPEG audio file,Rock
990,Music,Def Leppard,11305791,Vault: Def Leppard's Greatest Hits,MPEG audio file,Rock
991,90’s Music,Def Leppard,11305791,Vault: Def Leppard's Greatest Hits,MPEG audio file,Rock
992,Music,Def Leppard,11305791,Vault: Def Leppard's Greatest Hits,MPEG audio file,Rock
